"","TCGA.A2.A0D0.01A","TCGA.A7.A0CE.01A","TCGA.A8.A07O.01A","TCGA.A8.A08H.01A","TCGA.AN.A0AL.01A","TCGA.AN.A0AR.01A","TCGA.AN.A0FJ.01A","TCGA.A2.A04P.01A","TCGA.A2.A04Q.01A","TCGA.A2.A04T.01A","TCGA.A2.A0CM.01A","TCGA.A2.A0D2.01A","TCGA.A8.A07C.01A","TCGA.A8.A07R.01A","TCGA.A8.A07U.01A","TCGA.A8.A08R.01A","TCGA.AN.A04D.01A","TCGA.AN.A0AT.01A","TCGA.AN.A0FL.01A","TCGA.AN.A0FX.01A","TCGA.AN.A0G0.01A","TCGA.AO.A0J4.01A","TCGA.AO.A0J6.01A","TCGA.AQ.A04J.01A","TCGA.B6.A0I2.01A","TCGA.B6.A0I6.01A","TCGA.B6.A0IJ.01A","TCGA.B6.A0IQ.01A","TCGA.BH.A0E6.01A","TCGA.BH.A0HL.01A","TCGA.A2.A04U.01A","TCGA.A7.A0DA.01A","TCGA.AO.A12F.01A","TCGA.AR.A0TS.01A","TCGA.AR.A0U1.01A","TCGA.BH.A0AV.01A","TCGA.BH.A0BG.01A","TCGA.BH.A0BL.01A","TCGA.BH.A0BL.11A","TCGA.BH.A0BW.01A","TCGA.BH.A0BW.11A","TCGA.BH.A0DL.01A","TCGA.BH.A0DL.11A","TCGA.C8.A12K.01A","TCGA.C8.A12V.01A","TCGA.C8.A131.01A","TCGA.C8.A134.01A","TCGA.D8.A142.01A","TCGA.D8.A143.01A","TCGA.D8.A147.01A","TCGA.E2.A14R.01A","TCGA.E2.A14X.01A","TCGA.E2.A159.01A","TCGA.AR.A1AH.01A","TCGA.BH.A18G.01A","TCGA.BH.A18K.01A","TCGA.BH.A18K.11A","TCGA.BH.A18Q.01A","TCGA.BH.A18Q.11A","TCGA.BH.A18V.01A","TCGA.BH.A18V.11A","TCGA.E2.A14Y.01A","TCGA.E2.A14Y.11A","TCGA.E2.A150.01A","TCGA.E2.A158.01A","TCGA.E2.A158.11A","TCGA.BH.A0B3.01A","TCGA.BH.A0B9.01A","TCGA.AO.A0JL.01A","TCGA.BH.A0E0.01A","TCGA.B6.A0RE.01A","TCGA.A2.A0SX.01A","TCGA.A2.A0ST.01A","TCGA.A2.A0T2.01A","TCGA.B6.A0RU.01A","TCGA.B6.A0RT.01A","TCGA.A1.A0SK.01A","TCGA.BH.A0HN.01A","TCGA.AR.A0TP.01A","TCGA.BH.A0RX.01A","TCGA.A1.A0SO.01A","TCGA.A2.A0T0.01A","TCGA.AO.A124.01A","TCGA.AO.A128.01A","TCGA.AO.A129.01A","TCGA.A7.A0CE.11A","TCGA.BH.A0B3.11B","TCGA.BH.A0E0.11A","TCGA.AR.A0U4.01A","TCGA.A2.A0YJ.01A","TCGA.B6.A0X1.01A","TCGA.A2.A0YM.01A","TCGA.BH.A0WA.01A","TCGA.AR.A0U0.01A","TCGA.A2.A0YE.01A","TCGA.AN.A0XU.01A","TCGA.AR.A0TU.01A","TCGA.B6.A0WX.01A","TCGA.E2.A1B5.11A","TCGA.AR.A1AQ.01A","TCGA.A7.A13E.01A","TCGA.A7.A13E.11A","TCGA.AR.A1AJ.01A","TCGA.E2.A1B5.01A","TCGA.A7.A13D.01A","TCGA.E2.A1AZ.01A","TCGA.AR.A1AI.01A","TCGA.AR.A1AY.01A","TCGA.BH.A1F0.11B","TCGA.AR.A1AR.01A","TCGA.E2.A14N.01A","TCGA.BH.A1F0.01A"
"cg15457899",0.054583753,0.075479629,0.07319983,0.210261596,0.043133986,0.048322244,0.076351808,0.077057855,0.319710579,0.106480571,0.572216536,0.177891757,0.124902885,0.064834876,0.278680552,0.11499535,0.07045874,0.105034695,0.041773413,0.500423464,0.321981633,0.097227382,0.469858509,0.112056786,0.149443113,0.546582782,0.184485821,0.121428181,0.144694851,0.0555375,0.038532605,0.042579229,0.209547394,0.088481271,0.079600804,0.042489504,0.071060365,0.057153698,0.03671254,0.071693488,0.092619184,0.06240458,0.040460879,0.110755536,0.097896499,0.144679737,0.136878744,0.059926682,0.045678059,0.070422535,0.060695453,0.073525244,0.084673838,0.039968795,0.061142336,0.437459378,0.056138103,0.065279395,0.069497714,0.076204492,0.050707455,0.044224339,0.061862591,0.109846133,0.072663616,0.043794441,0.178018675807853,0.205424371391228,0.0819853585498779,0.119667567046473,0.537479204908012,0.214389330281153,0.294630430501007,0.164127052280011,0.0819842208482708,0.275732082993687,0.0431033266501828,0.70644833867531,0.0678345591275541,0.280811868206856,0.0872970122991258,0.125714696630605,0.100445917831092,0.237532514091806,0.457190919062351,0.136143722866613,0.156407179940632,0.11929073324839,0.385212868567921,0.0652388887430427,0.145290292506732,0.159104992509253,0.146781648441493,0.230675040606741,0.0895811845531709,0.0858022674773019,0.184891858180831,0.119436571365223,0.0977363300526239,0.236813718337215,0.185590315983712,0.120909993085163,0.263038821367006,0.294996394899684,0.0721801143936904,0.152579992756354,0.178492556731688,0.191368283541273,0.171246570454426,0.168524337799799,0.171796877759945,0.258267109536308
"cg15459773",0.270770393,0.915445619,0.417485265,0.852917864,0.445089998,0.26680096,0.382056731,0.402394563,0.778679251,0.722320377,0.544283283,0.495825797,0.573972549,0.220059275,0.697172035,0.647413408,0.190597254,0.838134971,0.118358555,0.723734566,0.387434071,0.395911824,0.54330974,0.779924263,0.548816482,0.82896912,0.450906796,0.496514618,0.602201936,0.910962024,0.185789118,0.384274571,0.312149798,0.898895028,0.482251703,0.436010673,0.427771459,0.808459347,0.788058287,0.723537651,0.848675497,0.507873722,0.832247215,0.736470588,0.752053771,0.763048379,0.635556518,0.539928807,0.927973055,0.238709233,0.348966137,0.382323553,0.901636607,0.303902222,0.359610654,0.864981528,0.804063414,0.602610622,0.82205448,0.452811005,0.831855774,0.893819878,0.821554531,0.602295163,0.173426951,0.775906951,0.541815147901159,0.606200774319969,0.431176501157121,0.50442546897574,0.395804946261708,0.388024033161796,0.909317570319093,0.634867464904486,0.470283547578953,0.833609156008944,0.653493980773602,0.968974403542458,0.322732045292047,0.778555268038763,0.911178305358444,0.409224380462056,0.61808283583508,0.962711442584636,0.674632474030314,0.94132643589326,0.95464397109725,0.899855312158362,0.618700518915758,0.409285983052355,0.441277223876962,0.451149962377437,0.454126672019713,0.572484734662263,0.954720198417246,0.921462461373604,0.815917975133773,0.913453745249008,0.876841220945308,0.731142590503283,0.958238639607378,0.941092788186538,0.846649398088283,0.950920509156569,0.568743728683121,0.914052063954647,0.571221214468532,0.313539299793479,0.92545391544242,0.434525001974628,0.700932083838383,0.759478857967047
"cg15526708",0.093676066,0.104294841,0.121853516,0.154135761,0.067812045,0.204176643,0.105344995,0.129723669,0.230725109,0.116861931,0.178793979,0.166027979,0.117723214,0.078433592,0.218707241,0.132245876,0.092428848,0.116981694,0.047223995,0.110706293,0.090899985,0.121085934,0.185185185,0.188553602,0.201947033,0.095151578,0.177535033,0.157175399,0.141807843,0.629798986,0.069979139,0.076877796,0.065507032,0.180077258,0.187683581,0.103870968,0.166737498,0.189067838,0.108701657,0.085780183,0.133857484,0.20958208,0.102770912,0.212907016,0.261804883,0.11943697,0.16681128,0.108846154,0.130488644,0.098600746,0.105394679,0.138132296,0.143114397,0.101852628,0.293661972,0.097411262,0.136281511,0.133971705,0.105005593,0.100459087,0.102082965,0.128555359,0.070191713,0.123614436,0.08164116,0.083708248,0.20358128850743,0.309019321388801,0.0587670616322439,0.21252773242635,0.104705784142824,0.201454722412711,0.297425648171991,0.105392971703782,0.0712815755002089,0.34791231778148,0.17237022237576,0.116383507225935,0.0611604794347514,0.316861821351919,0.0492769976489314,0.0982796649307485,0.0977037026845076,0.389838194323753,0.187910995288256,0.145257866687102,0.129523694501983,0.0624927367715028,0.108008455646971,0.0476729112320794,0.215885938981045,0.15085913564942,0.0936750211053895,0.267835288393819,0.16573537735911,0.157503772159089,0.306368381159486,0.129478782562415,0.0740355719888382,0.232952763810741,0.0600845508930089,0.082193143355076,0.311210745787554,0.463883454529659,0.0284570088386195,0.200575805788286,0.261672172057526,0.0606039854176299,0.153964799784712,0.184431595214002,0.240525800150676,0.283717315401443
"cg15583072",0.737312366,0.857752869,0.542638037,0.547754406,0.616674218,0.714398943,0.711201867,0.781752752,0.727149233,0.769753226,0.740613602,0.469567128,0.758399209,0.65624254,0.753067143,0.731109147,0.677405311,0.69798156,0.742,0.746391339,0.738648476,0.738721805,0.647621579,0.711236822,0.83371021,0.709805403,0.674800563,0.749871861,0.651912978,0.279084287,0.529411765,0.63583815,0.815715622,0.583303347,0.545809813,0.743421053,0.69328802,0.568540235,0.475161987,0.719387755,0.640186916,0.673951049,0.566839378,0.677401747,0.648925281,0.326377295,0.61641541,0.5382263,0.411263916,0.548672566,0.291338583,0.72462203,0.350890782,0.201184247,0.718494272,0.256018989,0.558675608,0.672823219,0.532598714,0.67373913,0.604186952,0.703480589,0.614754098,0.407571486,0.492113565,0.711885762,0.752038504962776,0.93498750600338,0.737876543591804,0.819093014888586,0.8499379253939,0.87665012024435,0.836811994333399,0.724900638014512,0.809297203739328,0.872357473880832,0.873055962550333,0.328433675995382,0.851411935790406,0.812564989734383,0.906324099399291,0.693835774329816,0.181748429031129,0.688248412662261,0.87510028534085,0.79321679640267,0.712498583815814,0.646327791330532,0.880918299261459,0.817773118276445,0.715594907237041,0.933716629596762,0.924082544155352,0.821114161499496,0.873384041347653,0.874217760465846,0.85682251078819,0.581791029843232,0.721957217927066,0.858191476602458,0.931535080527807,0.801372477240914,0.842232610597126,0.868991080948595,0.792172359484273,0.898720155836088,0.804787834099509,0.890336233470971,0.832818318736474,0.918210242856961,0.860532002980061,0.814384014851181
"cg15604467",0.065533168,0.033987952,0.0890539,0.189598361,0.050319154,0.045438488,0.043683752,0.041371855,0.291192555,0.049274499,0.507130006,0.052105712,0.060608477,0.044079849,0.065900065,0.052964954,0.060615173,0.049281626,0.022267093,0.065453639,0.063931806,0.049019608,0.223887003,0.05195356,0.065816211,0.073180687,0.069599601,0.065160473,0.072986488,0.672287816,0.023700787,0.038853417,0.031092437,0.093401425,0.047141159,0.027586771,0.037364882,0.074949534,0.043922268,0.033240112,0.055218112,0.043218354,0.05729927,0.059156547,0.054153394,0.395050125,0.045651184,0.049333333,0.03171797,0.039812391,0.040577863,0.032780593,0.030165664,0.075268092,0.038985081,0.092551071,0.051176937,0.051779116,0.054511994,0.040113331,0.072782875,0.491833353,0.050257868,0.07043396,0.030188679,0.040846682,0.0706461378592263,0.0682991455801205,0.0566125329073189,0.0461902827493794,0.0516775442548692,0.0675846387580409,0.0862137587954738,0.0568086459624364,0.0436845489696575,0.0914104925895743,0.0410457138182059,0.432799472697991,0.181930375738385,0.0956393233809242,0.0456808006599729,0.062946978847307,0.0413059882893077,0.0810245699041711,0.0645706036686669,0.137944055804598,0.111499562893116,0.0880449305115808,0.463553343730812,0.0629708001905687,0.0714103130071122,0.0457356183793867,0.0628204213998616,0.0470277984747869,0.0395319111451015,0.0473302097328222,0.0414574334062915,0.05382190560392,0.0633798826120352,0.0647799669299872,0.0411176762796401,0.0897560694419358,0.143321728661433,0.288779014711671,0.0456457311534379,0.0610161975336989,0.0791814486822766,0.0493519095319534,0.0928893952174489,0.484913752669984,0.401919249055239,0.0954392881398446
"cg15746719",0.077326057,0.607981122,0.114837451,0.257839384,0.049159579,0.069810063,0.060158701,0.060601643,0.130594145,0.119404741,0.076152692,0.136946912,0.075700292,0.086093381,0.088881689,0.134508843,0.080019321,0.319580832,0.049508716,0.227975892,0.145460307,0.124540779,0.064796116,0.178889212,0.079980231,0.118921776,0.130627363,0.155169458,0.60979907,0.906981363,0.549572587,0.056756167,0.709965928,0.369680677,0.242497482,0.094106612,0.055165235,0.161300382,0.414479063,0.076273811,0.226415094,0.064004096,0.355157385,0.107211467,0.13278847,0.30215528,0.099681384,0.549072785,0.105236271,0.051946791,0.049465934,0.108668125,0.045685717,0.061719046,0.683884688,0.303454086,0.559812071,0.065235405,0.460945259,0.093207925,0.519499788,0.048698974,0.4606087,0.504175666,0.0525,0.057959278,0.0551352549071871,0.0239851078582094,0.0169073254570421,0.0217162488746518,0.0310140240603763,0.0236993226831833,0.0740254575696378,0.0250960489037455,0.226387971668773,0.0396201233715494,0.0178406184813001,0.600034336756823,0.0179930489351876,0.173785304498835,0.318702469074854,0.0201663621486297,0.0141580501814834,0.0323353977300876,0.0491930000061597,0.527006942430359,0.29621756630837,0.544884674412518,0.0169818322770228,0.0162837313734486,0.0143995695337182,0.0181505064644,0.0171860481414595,0.0201706565963511,0.227864103324916,0.0217369814952296,0.0159820425312475,0.174968308526808,0.407242002293484,0.0320189795935412,0.0137936903425914,0.229821434669509,0.0234128050377025,0.445411680397225,0.0402478865757206,0.0879935923811255,0.0269229639343177,0.0487186282523817,0.235723167362289,0.0463516871476966,0.191170220158029,0.0353075633568115
"cg15817236",0.053715132,0.039311424,0.065094823,0.109873138,0.052423754,0.053313483,0.055959517,0.051829595,0.062252121,0.092433608,0.050165706,0.068687492,0.064776687,0.051595214,0.054314968,0.054109185,0.067739122,0.041855643,0.028425034,0.058142449,0.055434175,0.040705091,0.048009188,0.06718634,0.060343438,0.086669344,0.077897701,0.057325487,0.066094658,0.863394216,0.026916679,0.047185741,0.03713316,0.073066533,0.057409785,0.033633675,0.047640861,0.071571823,0.029063604,0.045518503,0.040148024,0.03447456,0.035665545,0.048321712,0.05001915,0.052177068,0.03442029,0.043279124,0.038659337,0.043677797,0.035903785,0.030892166,0.050192727,0.060656836,0.48989026,0.049984115,0.07518951,0.055267703,0.056243455,0.058826769,0.041370197,0.041366679,0.042989891,0.073365617,0.042748988,0.049437153,0.0909064572367189,0.0718990071637025,0.0513519133201264,0.081780097741107,0.0832419399597015,0.071970960547597,0.0793624880107482,0.137801794224668,0.0497825962483182,0.0926934055320229,0.0930146865017351,0.126411492027275,0.0823950311935311,0.134203495511323,0.13660640920687,0.0559133224642656,0.0600990666697163,0.096750517060595,0.100203884066826,0.149254105393069,0.155511794839691,0.151994380136652,0.0771429513085446,0.0979778417359947,0.0771675169950002,0.0873718504955797,0.0766865919177674,0.0554634805717713,0.0647260243080583,0.0675992564251357,0.09113233325892,0.0909148345841498,0.0966056491188716,0.0857178695112592,0.0755438885569624,0.102779143921953,0.0712197901940917,0.352889618888617,0.113367978398182,0.0515251065407667,0.06465171615817,0.0436943342352026,0.106342956237442,0.057919465584653,0.0841270853482304,0.124298228929622
"cg15839448",0.070058423,0.069869446,0.078924857,0.12876047,0.082364581,0.059020478,0.074094402,0.105389031,0.136929662,0.088722379,0.101137386,0.167066804,0.084296667,0.06379868,0.160851593,0.115683195,0.070056667,0.09804147,0.038440304,0.066988799,0.079587733,0.093829622,0.063651975,0.127899122,0.092868709,0.088532532,0.123601712,0.136659014,0.145452123,0.675526667,0.034382847,0.027952695,0.024323294,0.094877304,0.095728759,0.02968055,0.076750136,0.060352608,0.02011388,0.077311603,0.112578452,0.098127143,0.068283295,0.087607088,0.087137809,0.048945834,0.070447165,0.095081733,0.032101989,0.041606193,0.035321767,0.048538334,0.077377603,0.038045014,0.039771875,0.048448894,0.048890278,0.045011124,0.061346724,0.043435401,0.038975171,0.04240211,0.042949246,0.081194132,0.184347543,0.039290699,0.0311215674140537,0.0187696361980589,0.0119610956256153,0.0153036493111373,0.0137515886227222,0.0492053501442378,0.154248502260752,0.018469430963232,0.017725915987961,0.05415541426405,0.0139788571101528,0.0175073694046377,0.0157682574251574,0.0664600533031563,0.0173393286795081,0.0175148654822165,0.0148174360763098,0.026980228099567,0.0244027864511552,0.0228916745607306,0.025863205134119,0.0179525608722949,0.0198353015930442,0.0156227694418933,0.0211923090668931,0.0211477804212789,0.0222050442492562,0.0242906259362855,0.0141016370448253,0.0154222455555808,0.0201985442185042,0.0207028912963094,0.0178273711147075,0.0216816352702887,0.0167131076344144,0.0153683503511295,0.0295134228634901,0.222780858379532,0.0201231904367253,0.0310913944109197,0.0440377304613557,0.0142640669393228,0.0489447226523878,0.0221766551310045,0.0237021198090933,0.0900629968613773
"cg15914863",0.821209668,0.471743082,0.430133657,0.74303124,0.665887756,0.663257647,0.337223896,0.584253181,0.672248085,0.523429105,0.649211676,0.646563329,0.465144705,0.546927449,0.831525465,0.547326822,0.594076441,0.690028786,0.760693126,0.762783016,0.75776416,0.599003627,0.875060192,0.7229077,0.482120877,0.551045817,0.843621221,0.567374268,0.588737364,0.883519837,0.662119013,0.743134353,0.636613412,0.802535491,0.877471472,0.474013158,0.564003318,0.683283283,0.80078637,0.868685497,0.799365583,0.445148708,0.698521257,0.593204507,0.878351368,0.541227728,0.677655678,0.411561545,0.866709082,0.407801771,0.239385362,0.675186188,0.888130185,0.227807877,0.87960455,0.832721404,0.709541873,0.390410624,0.736170652,0.420041417,0.722345645,0.298978485,0.74734409,0.83943354,0.165765149,0.615988345,0.668179160385507,0.667673987374979,0.868722432507417,0.409939581229912,0.716546564804741,0.573361902420634,0.772223418895448,0.60793330627627,0.67812038443652,0.741709856578562,0.271860394896325,0.720219103685328,0.895415103517557,0.680443060464311,0.874796456334615,0.675852096791893,0.565787311730214,0.630443956828653,0.579753622304048,0.789800859201604,0.76266649467681,0.797902393494615,0.807988100286395,0.354996659595205,0.885868194033318,0.400330305927061,0.511287938582112,0.706023321376612,0.226034443481351,0.562079262667983,0.504618956697981,0.814540272856637,0.672942390254963,0.700304454449477,0.18847578447995,0.686630608408816,0.740416693177472,0.835781939621101,0.776780937096159,0.48845427663187,0.750046033427617,0.840373377437413,0.717924858085001,0.606281958382436,0.753625017202251,0.791968292363525
"cg16046376",0.857786304,0.453030516,0.376479699,0.696316262,0.216983645,0.42714642,0.654987336,0.288064403,0.771259996,0.418020269,0.711025688,0.414774793,0.57397815,0.269278819,0.801082465,0.594747566,0.219380198,0.499292267,0.107073748,0.712153007,0.648133312,0.590954655,0.49012171,0.483200802,0.709776788,0.455760562,0.627938517,0.692687075,0.7515052,0.857054685,0.644793514,0.465771231,0.905766313,0.593507522,0.580040188,0.80840503,0.332980525,0.710548885,0.604805014,0.644395362,0.711724463,0.742375479,0.65653897,0.395767196,0.712557952,0.72534904,0.483535529,0.612686692,0.517987902,0.396396396,0.271259937,0.37080689,0.665703276,0.556933333,0.390194441,0.795700231,0.585205993,0.201718175,0.721779548,0.507320247,0.57636714,0.726108084,0.587607714,0.546731089,0.906384814,0.740893067,0.808721420721626,0.668023326297951,0.236688355986218,0.859750194633,0.620929697226579,0.663063590845432,0.827144987532416,0.440678973232015,0.50553532161678,0.865329827813721,0.820381885751144,0.902052599167778,0.37615665650974,0.817151837845779,0.758063469215161,0.527109840549286,0.317643776214471,0.87856798881158,0.727353955330944,0.783974650880574,0.814051562867795,0.790275566437256,0.485961225073743,0.417894182867757,0.892386572438489,0.609233787225195,0.490841186963222,0.679078455531343,0.515938758806505,0.578218148124527,0.832250329630621,0.727829268067334,0.617283064064087,0.747172244514199,0.516350923824289,0.743000314593188,0.700726699768769,0.886995738428037,0.839708882124305,0.788608836867245,0.522715061757213,0.354380035563049,0.709962670170834,0.633931347931609,0.729740806178831,0.688894136354677
"cg16077929",0.383165971,0.822507708,0.527714044,0.75387245,0.530810811,0.218106996,0.284759864,0.442424868,0.732187696,0.437084575,0.479916253,0.436198299,0.596978984,0.276393756,0.691199734,0.470027248,0.264267049,0.660123967,0.206123807,0.432561933,0.29888544,0.494748315,0.560570577,0.556629384,0.52685106,0.346495669,0.567371139,0.501909126,0.545185336,0.905487435,0.349714286,0.291815927,0.311121764,0.746508954,0.530721649,0.45208605,0.395591182,0.600111961,0.720238095,0.692374101,0.813887308,0.699150543,0.713603819,0.574327405,0.758849558,0.690245478,0.389882788,0.543891403,0.65314596,0.341048931,0.251050822,0.457585357,0.698905109,0.53474078,0.299743937,0.383354193,0.720565942,0.302109541,0.665921621,0.444580527,0.537874251,0.699784405,0.672506505,0.428927163,0.106974435,0.542283453,0.610954531493848,0.720464959330036,0.291813401498369,0.533069047646007,0.386729632906591,0.495713783513113,0.850295788139465,0.445953054926692,0.444541775949265,0.827073540632017,0.580267550640839,0.949353101321572,0.148192413502498,0.805700959783565,0.618917129535758,0.419560121792363,0.333085457263752,0.878911322527785,0.722325669400859,0.840385411598632,0.852293158936149,0.767512523757209,0.550730394787688,0.40727996067309,0.496024134749499,0.372504945158611,0.572632202984932,0.653529255784826,0.733273115298239,0.482130874309818,0.336578095748745,0.76982304335219,0.647273173202682,0.673923519085357,0.158681030839221,0.776602455126104,0.836492967923668,0.935165638214777,0.365042919628344,0.501505761897769,0.671849172779445,0.328182031034024,0.752283686203506,0.47700396917362,0.62741393720665,0.798975008806962
"cg16150435",0.33951313,0.663865826,0.397555874,0.662092325,0.425254036,0.579706191,0.286824247,0.575091689,0.605578472,0.633891981,0.523109591,0.440981416,0.290136557,0.541939376,0.496922134,0.688777586,0.333708286,0.501561988,0.482814195,0.511364273,0.559597663,0.540005024,0.57965178,0.527023661,0.518333769,0.423094155,0.653161608,0.560340536,0.60016835,0.803312918,0.363913707,0.395577496,0.727754115,0.619462128,0.629170447,0.617826793,0.564936797,0.598786066,0.581634516,0.60082601,0.590839192,0.673106567,0.620488386,0.710661463,0.696967771,0.691398245,0.058722265,0.38420991,0.59737558,0.241823104,0.509088237,0.499382479,0.603289817,0.379577035,0.575006011,0.764430739,0.664032162,0.254766643,0.691444216,0.526388889,0.624054275,0.294014942,0.659891694,0.470184117,0.120478167,0.674984257,0.671718144221115,0.659316593794458,0.783020646190904,0.868779439651087,0.461566145390694,0.577572810916388,0.75160849200023,0.806417648456445,0.692510661610399,0.832292837692857,0.907735759456834,0.949573183137937,0.875241182215317,0.834684131730581,0.845351880252362,0.729326267061623,0.576925383189024,0.922702322722188,0.710176986688008,0.897609263902038,0.87843875143647,0.892387923214113,0.703990931721455,0.434487837996407,0.705012531783149,0.426786296616308,0.699750112166313,0.746983723879543,0.324528661927839,0.541538598690119,0.538701405324011,0.68257596803119,0.679144374208242,0.571482015826953,0.617159409428336,0.841437389329634,0.786228604917436,0.909501501028776,0.715342060948343,0.724602880654183,0.652430875957036,0.318386582665011,0.799587856771758,0.759722853717313,0.818730639983128,0.764467541630435
"cg16193203",0.861360875,0.57549594,0.611426214,0.777967967,0.644250364,0.294553377,0.315383855,0.58117301,0.78048206,0.538041876,0.795012649,0.697974788,0.417486911,0.590687314,0.806143147,0.499112564,0.592006332,0.727800407,0.260956175,0.507364193,0.43129668,0.449766355,0.738219895,0.722422395,0.818378045,0.706260971,0.787243583,0.735957402,0.470196641,0.876276031,0.255781555,0.486486486,0.186979167,0.632122295,0.649267832,0.692423482,0.464163823,0.722725401,0.663147793,0.620628753,0.770206597,0.895628903,0.733178654,0.711267606,0.762018411,0.91576749,0.601952901,0.586238254,0.833895763,0.414934114,0.257836645,0.531864673,0.801627034,0.77920686,0.828290585,0.890388942,0.593177876,0.408242339,0.65631393,0.608061576,0.664825374,0.763812459,0.635248902,0.857116348,0.150136488,0.857991266,0.923450879668814,0.79711142086233,0.69680479062817,0.947985333987535,0.759587215454418,0.678338575731723,0.82447288413585,0.886141239747122,0.695975914259203,0.879620493941146,0.866794490857699,0.961429050487602,0.148330474980665,0.819776922272749,0.626572319545451,0.899379848964957,0.367779303734345,0.908722827838488,0.86070584648841,0.755405646076428,0.848997122940059,0.810765823845105,0.811750864913991,0.657369865940313,0.913953991136493,0.573664978245362,0.743996157580895,0.921271487653937,0.671526383970478,0.925789025669272,0.524040570104208,0.873861271048459,0.660162775800358,0.861078272348757,0.402571940789523,0.92509217615265,0.893053325926998,0.900327049716806,0.924331529832883,0.850776238262338,0.707725787160647,0.83899082885663,0.828296830279813,0.878074678344765,0.831306748941334,0.890301628463221
"cg16301617",0.562553469,0.359678734,0.383082886,0.472140151,0.29753931,0.481751825,0.238332149,0.367284247,0.351050638,0.498137036,0.327898261,0.346149992,0.370207434,0.489970148,0.446164468,0.548562574,0.468077116,0.434533772,0.168326463,0.529087548,0.412008414,0.38698475,0.542437844,0.474558333,0.318608006,0.47701878,0.501822959,0.298222679,0.563774955,0.863358437,0.625195482,0.569640402,0.63115524,0.345579672,0.56512945,0.654792915,0.428453215,0.348284233,0.669045495,0.302211836,0.411219026,0.178158349,0.621215214,0.524550258,0.378103427,0.358448793,0.579066835,0.339218028,0.580061637,0.185068738,0.369523919,0.310476359,0.423842447,0.211687289,0.780531869,0.667575814,0.683150291,0.468044485,0.665031611,0.273598231,0.656487501,0.274930315,0.697182439,0.429693544,0.100941378,0.530952589,0.546532148427469,0.422844835021454,0.695911154381329,0.468394782023117,0.489134598468446,0.253104966690812,0.301399533084693,0.491857457858985,0.632571934492844,0.322821869909078,0.488795335392339,0.845431172195687,0.768337926815856,0.566049954075207,0.72915990999851,0.476834116466237,0.330481221143791,0.438161701009466,0.418792858204073,0.755635508455211,0.763937443661914,0.831495207164006,0.550620684111203,0.387836316063843,0.747796757434139,0.495443843815225,0.447062324561097,0.355969861178845,0.223903309863094,0.256988173597526,0.609106137281488,0.574488437151372,0.642494353813773,0.330508122570186,0.449979232469704,0.71059328860531,0.302080116219369,0.52531765666003,0.595184483510922,0.38375267266558,0.431199249711591,0.629567777034901,0.727306994914538,0.440685669541524,0.548405861434034,0.5199334594709
"cg16302441",0.406901568,0.44067945,0.287400494,0.453882112,0.153076217,0.173556367,0.181197944,0.230548068,0.432893824,0.306614563,0.315071714,0.390410959,0.208792793,0.243440105,0.364098672,0.500901743,0.160649819,0.26523888,0.09130931,0.513511602,0.202545744,0.213962742,0.865282328,0.338668607,0.351985323,0.214482048,0.506938568,0.292686706,0.516173792,0.891285538,0.098796102,0.570992366,0.086067523,0.447712947,0.624829468,0.700707475,0.46342021,0.244427215,0.31047619,0.567372134,0.45683112,0.213916994,0.324046033,0.319739332,0.433082342,0.261776251,0.519823789,0.189525786,0.14324437,0.194138433,0.196809758,0.323410853,0.426783754,0.160176503,0.754013277,0.34141468,0.230647025,0.119643779,0.25178178,0.123681409,0.181608077,0.560236998,0.214911243,0.23169521,0.048669495,0.187113047,0.717051067799881,0.478850983541616,0.547453196317708,0.427529465340305,0.70414761128538,0.441184264447317,0.644576819792202,0.63900699823107,0.456807643304312,0.645343188721928,0.141125546664528,0.607019100360496,0.37945790364655,0.50964628541113,0.309603023873311,0.52060163724362,0.313391691810014,0.698978628096292,0.534901320425462,0.518191118923955,0.56265738929366,0.535791639654723,0.439290825620271,0.174953429618189,0.69613775959393,0.290151849533318,0.227512674330323,0.782196289906499,0.222140459920786,0.303387076299496,0.361112621531049,0.405928114263908,0.423173857347877,0.41730151558876,0.125351113624737,0.485092269691595,0.504438612413221,0.70920132618558,0.290173936293474,0.327527568181527,0.344797497235563,0.53652161929522,0.480067785101794,0.32064622090652,0.538794682580196,0.566722035140688
